	mapping_number	sssom_subject_id	sssom_subject_category	sssom_predicate_id	sssom_object_id	sssom_object_category	sssom_mapping_justification	sssom_author_id	sssom_author_label	sssom_creator_id	sssom_creator_label	sssom_subject_type	sssom_object_type	sssom_object_source	sssom_mapping_date	sssom_object_match_field	sssom_comment	semapv_RegexRemoval	object_source_version	object_url	subject_url	object_namespace	sssom_reviewer_id	sssom_reviewer_label	discipline	sssom_subject_label	sssom_object_label	term_local_name
158	159	mids:PhysicalSpecimenID	mids:MIDS0	skos:narrowMatch	dwc:otherCatalogNumbers	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1254	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/otherCatalogNumbers	https://tdwg.github.io    /mids/information-elements#PhysicalSpecimenID	dwc			Paleontology	Physical Specimen ID	Other Catalog Numbers	PhysicalSpecimenID
159	160	mids:PhysicalSpecimenID	mids:MIDS0	skos:narrowMatch	dwc:occurrenceID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1254	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/occurrenceID	https://tdwg.github.io    /mids/information-elements#PhysicalSpecimenID	dwc			Paleontology	Physical Specimen ID	Occurrence ID	PhysicalSpecimenID
160	161	mids:PhysicalSpecimenID	mids:MIDS0	skos:narrowMatch	dwc:materialEntityID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3090-1761	Wouter Addink	https://orcid.org/0000-0002-3973-1254	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/materialEntityID	https://tdwg.github.io    /mids/information-elements#PhysicalSpecimenID	dwc			Paleontology	Physical Specimen ID	Material Entity ID	PhysicalSpecimenID
161	162	mids:Organization	mids:MIDS0	skos:narrowMatch	dwc:ownerInstitutionCode	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1255	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/ownerInstitutionCode	https://tdwg.github.io    /mids/information-elements#Organization	dwc			Paleontology	Organization	Owner Institution Code	Organization
162	163	mids:Organization	mids:MIDS0	skos:narrowMatch	dwc:institutionID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1256	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/institutionID	https://tdwg.github.io    /mids/information-elements#Organization	dwc			Paleontology	Organization	Institution ID	Organization
163	164	mids:Organization	mids:MIDS0	skos:narrowMatch	dwc:institutionCode	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1257	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/institutionCode	https://tdwg.github.io    /mids/information-elements#Organization	dwc			Paleontology	Organization	Institution Code	Organization
164	165	mids:Name	mids:MIDS1	skos:narrowMatch	dwc:vernacularName	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1259	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/vernacularName	https://tdwg.github.io    /mids/information-elements#Name	dwc			Paleontology	Name	Vernacular Name	Name
165	166	mids:Name	mids:MIDS1	skos:narrowMatch	dwc:verbatimIdentification	dwc:Occurrence	semapv:HumanCuration	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property		2025-09-24			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimIdentification	https://tdwg.github.io    /mids/information-elements#Name	dwc			Paleontology	Name	Verbatim Identification	Name
166	167	mids:Name	mids:MIDS1	skos:narrowMatch	dwc:scientificName	dwc:Occurrence	semapv:HumanCuration	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property		2025-09-24		Although scientificName is not recommended for recording classifications of geological specimens, the lack of a more appropriate term requires that the term be included here. The Mineralogy Extension and DWC DP will fix this issue once ratified.	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/scientificName	https://tdwg.github.io    /mids/information-elements#Name	dwc			Paleontology	Name	Scientific Name	Name
167	168	mids:ObjectType	mids:MIDS1	skos:narrowMatch	dwc:preparations	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1261	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/preparations	https://tdwg.github.io    /mids/information-elements#ObjectType	dwc			Paleontology	Object Type	Preparations	ObjectType
168	169	mids:ObjectType	mids:MIDS1	skos:narrowMatch	dwc:materialEntityType	dwc:Occurrence	semapv:HumanCuration	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	hhttps://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property					|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/materialEntityType	https://tdwg.github.io    /mids/information-elements#ObjectType	dwc			Paleontology	Object Type	Material Entity Type	ObjectType
169	170	mids:License	mids:MIDS1	skos:exactMatch	dcterms:license	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1262	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	dcterms:license	https://tdwg.github.io    /mids/information-elements#License	dwc			Paleontology	License	License	License
170	171	mids:Modified	mids:MIDS1	skos:exactMatch	dcterms:modified	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1263	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	dcterms:modified	https://tdwg.github.io    /mids/information-elements#Modified	dwc			Paleontology	Modified	Modified	Modified
171	172	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:locality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1264	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locality	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Locality	QualitativeLocation
172	173	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:county	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1265	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/county	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	County	QualitativeLocation
173	174	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:municipality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1266	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/municipality	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Municipality	QualitativeLocation
174	175	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:verbatimLocality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1267	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLocality	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Verbatim Locality	QualitativeLocation
175	176	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:island	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1268	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/island	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Island	QualitativeLocation
176	177	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:verbatimCoordinates	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1269	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimCoordinates	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Verbatim Coordinates	QualitativeLocation
177	178	mids:QualitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:verbatimLongitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1272	Mathias Dillen	rdf property	rdf property		2023-09	dwc:verbatimLongitude|dwc:verbatimLatitude	All properties in object_match_field need to be present	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLongitude	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Verbatim Longitude	QualitativeLocation
178	179	mids:QualitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:verbatimLatitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1273	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLatitude	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Verbatim Latitude	QualitativeLocation
179	180	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:continent	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1274	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/continent	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Continent	QualitativeLocation
180	181	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:country	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1275	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/country	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Country	QualitativeLocation
181	182	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:countryCode	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1276	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/countryCode	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Country Code	QualitativeLocation
182	183	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:islandGroup	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1277	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/islandGroup	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Island Group	QualitativeLocation
183	184	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:stateProvince	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1278	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/stateProvince	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	State Province	QualitativeLocation
184	185	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:waterBody	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-3973-1279	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/waterBody	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Water Body	QualitativeLocation
185	186	mids:QualitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:higherGeography	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0001-9144-2848	Elspeth Haston	https://orcid.org/0000-0002-3973-1279	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/higherGeography	https://tdwg.github.io    /mids/information-elements#QualitativeLocation	dwc			Paleontology	Qualitative Location	Higher Geography	QualitativeLocation
186	187	mids:QuantitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:locationID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1274	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locationID	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Paleontology	Quantitative Location	Location ID	QuantitativeLocation
187	188	mids:QuantitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:decimalLatitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1275	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLatitude	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Paleontology	Quantitative Location	Decimal Latitude	QuantitativeLocation
188	189	mids:QuantitativeLocation	mids:MIDS2	owl:intersectionOf	dwc:decimalLongitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1276	Mathias Dillen	rdf property	rdf property		2023-09	dwc:decimalLatitude|dwc:decimalLongitude	All properties in object_match_field need to be present	|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLongitude	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Paleontology	Quantitative Location	Decimal Longitude	QuantitativeLocation
189	190	mids:QuantitativeLocation	mids:MIDS2	skos:narrowMatch	dwc:footprintWKT	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1280	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/footprintWKT	https://tdwg.github.io    /mids/information-elements#QuantitativeLocation	dwc			Paleontology	Quantitative Location	Footprint WKT	QuantitativeLocation
190	191	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestAgeOrLowestStage	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Age Or Lowest Stage	Chronostratigraphy
191	192	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestEonOrLowestEonothem	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Eon Or Lowest Eonothem	Chronostratigraphy
192	193	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestEpochOrLowestSeries	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Epoch Or Lowest Series	Chronostratigraphy
193	194	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestEraOrLowestErathem	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Era Or Lowest Erathem	Chronostratigraphy
194	195	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:earliestPeriodOrLowestSystem	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Earliest Period Or Lowest System	Chronostratigraphy
195	196	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestAgeOrHighestStage	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestAgeOrHighestStage	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Age Or Highest Stage	Chronostratigraphy
196	197	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestEonOrHighestEonothem	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestEonOrHighestEonothem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Eon Or Highest Eonothem	Chronostratigraphy
197	198	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestEpochOrHighestSeries	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestEpochOrHighestSeries	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Epoch Or Highest Series	Chronostratigraphy
198	199	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestEraOrHighestErathem	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestEraOrHighestErathem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Era Or Highest Erathem	Chronostratigraphy
199	200	mids:Chronostratigraphy	mids:MIDS1	skos:narrowMatch	dwc:latestPeriodOrHighestSystem	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2023-09-13			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/latestPeriodOrHighestSystem	https://tdwg.github.io    /mids/information-elements#Chronostratigraphy	dwc			Paleontology	Chronostratigraphy	Latest Period Or Highest System	Chronostratigraphy
200	201	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:bed	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/bed	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Paleontology	Stratigraphic Context	Bed	StratigraphicContext
201	202	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:formation	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/formation	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Paleontology	Stratigraphic Context	Formation	StratigraphicContext
202	203	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:group	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/group	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Paleontology	Stratigraphic Context	Group	StratigraphicContext
203	204	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:member	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/member	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Paleontology	Stratigraphic Context	Member	StratigraphicContext
204	205	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:highestBiostratigraphicZone	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/highestBiostratigraphicZone	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Paleontology	Stratigraphic Context	Highest Biostratigraphic Zone	StratigraphicContext
205	206	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:lowestBiostratigraphicZone	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5669-2769	Sam Leeflang	rdf property	rdf property		2026-01-08			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/lowestBiostratigraphicZone	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Paleontology	Stratigraphic Context	Lowest Biostratigraphic Zone	StratigraphicContext
206	207	mids:StratigraphicContext	mids:MIDS2	skos:narrowMatch	dwc:lithostratigraphicTerms	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5819-9134	Ben Norton	https://orcid.org/0000-0002-5819-9134	Ben Norton	rdf property	rdf property		2023-09-18			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/lithostratigraphicTerms	https://tdwg.github.io    /mids/information-elements#StratigraphicContext	dwc			Paleontology	Stratigraphic Context	Lithostratigraphic Terms	StratigraphicContext
207	208	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:geodeticDatum	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang	https://orcid.org/0000-0002-3973-1277	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/geodeticDatum	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Paleontology	Geographical Locality ID	Geodetic Datum	GeographicalLocalityID
208	209	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:coordinateUncertaintyInMeters	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1278	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Paleontology	Geographical Locality ID	Coordinate Uncertainty In Meters	GeographicalLocalityID
209	210	mids:GeographicalLocalityID	mids:MIDS3	owl:intersectionOf	dwc:coordinatePrecision	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1257	Mathias Dillen	https://orcid.org/0000-0002-3973-1279	Mathias Dillen	rdf property	rdf property		2023-09			|unknown:undigitized	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/coordinatePrecision	https://tdwg.github.io    /mids/information-elements#GeographicalLocalityID	dwc			Paleontology	Geographical Locality ID	Coordinate Precision	GeographicalLocalityID
