sssom_subject_id	sssom_subject_label	sssom_subject_category	sssom_predicate_id	sssom_object_id	sssom_object_label	sssom_object_category	sssom_mapping_justification	sssom_author_id	sssom_author_label	sssom_reviewer_id	sssom_reviewer_label	sssom_creator_id	sssom_creator_label	sssom_subject_type	sssom_object_type	sssom_mapping_date	sssom_object_match_field	sssom_comment	semapv_RegexRemoval	object_source_version	object_url	subject_url	object_namespace
mids:Name	Name	mids:MIDS1	skos:narrowMatch	dwc:scientificNameID	Scientific Name ID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown|0	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/scientificNameID	https://tdwg.github.io/mids/information-elements#Name	dwc
mids:Name	Name	mids:MIDS1	skos:narrowMatch	gbif:taxonKey	Taxon Key	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2024-06-26			|unknown:undigitized|unknown|Unknown|0	http://rs.tdwg.org/dwc/terms	gbif:taxonKey	https://tdwg.github.io/mids/information-elements#Name	dwc
mids:Name	Name	mids:MIDS1	skos:narrowMatch	dwc:organismName	Organism Name	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/organismName	https://tdwg.github.io/mids/information-elements#Name	dwc
mids:ObjectType	Object Type	mids:MIDS1	skos:exactMatch	dwc:preparations	Preparations	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/preparations	https://tdwg.github.io/mids/information-elements#ObjectType	dwc
mids:License	License	mids:MIDS1	skos:exactMatch	dc:license	License	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	dc:license	https://tdwg.github.io/mids/information-elements#License	dwc
mids:Modified	Modified	mids:MIDS1	skos:exactMatch	dc:modified	Modified	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	dc:modified	https://tdwg.github.io/mids/information-elements#Modified	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:locality	Locality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locality	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:county	County	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/county	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:municipality	Municipality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/municipality	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:verbatimLocality	Verbatim Locality	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLocality	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:island	Island	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/island	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:verbatimCoordinates	Verbatim Coordinates	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimCoordinates	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	owl:intersectionOf	dwc:verbatimLongitude	Verbatim Longitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09	dwc:verbatimLongitude|dwc:verbatimLatitude	All properties in object_match_field need to be present	|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLongitude	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	owl:intersectionOf	dwc:verbatimLatitude	Verbatim Latitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimLatitude	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:continent	Continent	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/continent	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:country	Country	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/country	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:countryCode	Country Code	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/countryCode	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:islandGroup	Island Group	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/islandGroup	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:stateProvince	State Province	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/stateProvince	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:waterBody	Water Body	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/waterBody	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QualitativeLocation	Qualitative Location	mids:MIDS2	skos:narrowMatch	dwc:higherGeography	Higher Geography	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0001-9144-2848	Elspeth Haston			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/higherGeography	https://tdwg.github.io/mids/information-elements#QualitativeLocation	dwc
mids:QuantitativeLocation	Quantitative Location	mids:MIDS2	skos:exactMatch	dwc:locationID	Location ID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locationID	https://tdwg.github.io/mids/information-elements#QuantitativeLocation	dwc
mids:QuantitativeLocation	Quantitative Location	mids:MIDS2	owl:intersectionOf	dwc:decimalLatitude	Decimal Latitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLatitude	https://tdwg.github.io/mids/information-elements#QuantitativeLocation	dwc
mids:QuantitativeLocation	Quantitative Location	mids:MIDS2	owl:intersectionOf	dwc:decimalLongitude	Decimal Longitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09	dwc:decimalLatitude|dwc:decimalLongitude	All properties in object_match_field need to be present	|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLongitude	https://tdwg.github.io/mids/information-elements#QuantitativeLocation	dwc
mids:QuantitativeLocation	Quantitative Location	mids:MIDS2	skos:narrowMatch	dwc:footprintWKT	Footprint WKT	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/footprintWKT	https://tdwg.github.io/mids/information-elements#QuantitativeLocation	dwc
mids:CollectingAgent	Collecting Agent	mids:MIDS2	skos:narrowMatch	dwc:recordedBy	Recorded By	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/recordedBy	https://tdwg.github.io/mids/information-elements#CollectingAgent	dwc
mids:CollectingAgent	Collecting Agent	mids:MIDS2	skos:narrowMatch	dwc:recordedByID	Recorded By ID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/recordedByID	https://tdwg.github.io/mids/information-elements#CollectingAgent	dwc
mids:DateCollected	Date Collected	mids:MIDS2	skos:narrowMatch	dwc:eventDate	Event Date	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/eventDate	https://tdwg.github.io/mids/information-elements#DateCollected	dwc
mids:DateCollected	Date Collected	mids:MIDS2	skos:narrowMatch	dwc:year	Year	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/year	https://tdwg.github.io/mids/information-elements#DateCollected	dwc
mids:DateCollected	Date Collected	mids:MIDS2	skos:narrowMatch	dwc:verbatimEventDate	Verbatim Event Date	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/verbatimEventDate	https://tdwg.github.io/mids/information-elements#DateCollected	dwc
mids:CollectingNumber	Collecting Number	mids:MIDS2	skos:narrowMatch	dwc:fieldNumber	Field Number	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/fieldNumber	https://tdwg.github.io/mids/information-elements#CollectingNumber	dwc
mids:CollectingNumber	Collecting Number	mids:MIDS2	skos:narrowMatch	dwc:recordNumber	Record Number	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/recordNumber	https://tdwg.github.io/mids/information-elements#CollectingNumber	dwc
mids:Media	Media	mids:MIDS2	skos:narrowMatch	gbif:mediaType	Media Type	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	gbif:mediaType	https://tdwg.github.io/mids/information-elements#Media	dwc
mids:Media	Media	mids:MIDS2	skos:narrowMatch	dwc:associatedMedia	Associated Media	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-5669-2769	Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/associatedMedia	https://tdwg.github.io/mids/information-elements#Media	dwc
mids:Media	Media	mids:MIDS2	skos:narrowMatch	dc:identifier	Identifier	gbif:Multimedia	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-12-05			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	dc:identifier	https://tdwg.github.io/mids/information-elements#Media	dwc
mids:Media	Media	mids:MIDS2	skos:narrowMatch	dc:references	References	gbif:Multimedia	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-12-05			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	dc:references	https://tdwg.github.io/mids/information-elements#Media	dwc
mids:Media	Media	mids:MIDS2	skos:narrowMatch	ac:accessURI	Access URI	ac:Multimedia	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-12-05			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	ac:accessURI	https://tdwg.github.io/mids/information-elements#Media	dwc
mids:Media	Media	mids:MIDS2	skos:narrowMatch	dc:identifier	Identifier	ac:Multimedia	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-12-05			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	dc:identifier	https://tdwg.github.io/mids/information-elements#Media	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	owl:intersectionOf	dwc:geodeticDatum	Geodetic Datum	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252|orcid:0000-0002-5669-2769	Mathias Dillen|Sam Leeflang			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/geodeticDatum	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	owl:intersectionOf	dwc:coordinateUncertaintyInMeters	Coordinate Uncertainty In Meters	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	owl:intersectionOf	dwc:coordinatePrecision	Coordinate Precision	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/coordinatePrecision	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	owl:intersectionOf	dwc:footprintSRS	Footprint SRS	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/footprintSRS	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	skos:exactMatch	dwc:locationID	Location ID	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/locationID	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	owl:intersectionOf	dwc:decimalLatitude	Decimal Latitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09			|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLatitude	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	owl:intersectionOf	dwc:decimalLongitude	Decimal Longitude	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09	dwc:decimalLatitude|dwc:decimalLongitude|dwc:coordinatePrecision|dwc:coordinateUncertaintyInMeters|dwc:geodeticDatum	All properties in object_match_field need to be present	|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/decimalLongitude	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
mids:GeographicalLocalityID	Geographical Locality ID	mids:MIDS3	owl:intersectionOf	dwc:footprintWKT	Footprint WKT	dwc:Occurrence	semapv:HumanCuration	orcid:0000-0002-3973-1252	Mathias Dillen			orcid:0000-0002-3973-1252	Mathias Dillen	rdf property	rdf property	2023-09	dwc:footprintWKT|dwc:footprintSRS	All properties in object_match_field need to be present	|unknown:undigitized|unknown|Unknown	http://rs.tdwg.org/dwc/terms	http://rs.tdwg.org/dwc/terms/footprintWKT	https://tdwg.github.io/mids/information-elements#GeographicalLocalityID	dwc
